date,CPIAUCSL,UNRATE,FEDFUNDS,INDPRO,M2SL,GDPC1,GDPPOT
2018-12-31,0.3509999999999991,0.10000000000000009,0.06999999999999984,0.03249999999999886,111.19999999999891,42.25566666666418,3.637978807091713e-12
2019-01-31,-0.3789999999999907,0.10000000000000009,0.1299999999999999,-0.685299999999998,62.80000000000109,42.25566666666782,-3.637978807091713e-12
2019-02-28,0.9639999999999702,-0.20000000000000018,0.0,-0.5347000000000008,37.79999999999927,56.87800000000061,0.04919333333600662
2019-03-31,0.20000000000001705,0.0,0.010000000000000231,0.01099999999999568,43.399999999999636,56.87800000000061,0.0
2019-04-30,-0.001999999999981128,-0.09999999999999964,0.009999999999999787,-0.5613000000000028,34.20000000000073,56.87800000000061,0.0
2019-05-31,-0.8930000000000291,-0.10000000000000009,-0.029999999999999805,0.14279999999999404,112.69999999999891,80.34899999999834,-0.06673666666756617
2019-06-30,-0.14599999999998658,0.0,-0.010000000000000231,0.12490000000001089,122.10000000000036,80.34900000000198,0.0
2019-07-31,0.671999999999997,0.10000000000000009,0.020000000000000018,-0.5367999999999995,82.5,80.34899999999834,0.0
2019-08-31,-0.35499999999998977,-0.10000000000000009,-0.27,0.7757000000000005,82.20000000000073,47.3753333333334,-0.9663633333329926
2019-09-30,0.1599999999999966,-0.10000000000000009,-0.08999999999999986,-0.3213000000000079,91.89999999999964,47.3753333333334,3.637978807091713e-12
2019-10-31,0.33099999999996044,0.10000000000000009,-0.20999999999999996,-0.8722999999999956,135.10000000000036,47.3753333333334,-3.637978807091713e-12
2019-11-30,-0.0009999999999195097,0.0,-0.28,0.5615999999999985,98.69999999999891,-97.40333333333183,-0.5616300000001502
2019-12-31,0.02699999999992997,0.0,0.0,-0.2073000000000036,61.0,-97.40333333333547,0.0
2020-01-31,-0.25399999999996226,0.0,0.0,-0.6049000000000007,67.0,-97.40333333333183,0.0
2020-02-29,-0.37400000000002365,-0.10000000000000009,0.030000000000000027,0.3346000000000089,52.5,-545.5403333333343,-0.05088333333333139
2020-03-31,-1.2969999999999686,0.9000000000000004,-0.93,-4.06580000000001,526.8000000000011,-545.5403333333343,0.0
2020-04-30,-0.8700000000000614,10.4,-0.6,-12.92479999999999,1018.3999999999996,-545.5403333333343,0.0
2020-05-31,1.8140000000000498,-1.6000000000000014,0.0,1.3295999999999992,869.4000000000015,497.3919999999998,-0.6014566666672181
2020-06-30,1.4699999999999704,-2.1999999999999993,0.03,5.6636999999999915,293.09999999999854,497.39200000000346,3.637978807091713e-12
2020-07-31,0.0700000000000216,-0.8000000000000007,0.009999999999999995,3.3292,149.90000000000146,497.3919999999998,-3.637978807091713e-12
2020-08-31,-0.34600000000000364,-1.799999999999999,0.010000000000000009,0.9257000000000062,70.79999999999927,74.29933333333247,0.40900999999939813
2020-09-30,-0.2829999999999586,-0.6000000000000005,-0.010000000000000009,-0.0379999999999967,224.59999999999854,74.29933333333247,3.637978807091713e-12
2020-10-31,-0.3590000000000373,-0.8999999999999995,0.0,0.6341999999999928,151.29999999999927,74.29933333333247,-3.637978807091713e-12
2020-11-30,0.2699999999999818,-0.20000000000000018,0.0,0.42730000000000246,215.20000000000073,95.56266666666852,0.26836666666713427
2020-12-31,0.54200000000003,0.0,0.0,1.2510000000000048,137.0,95.56266666666488,3.637978807091713e-12
2021-01-31,-0.5400000000000205,-0.2999999999999998,0.0,0.6096000000000004,224.70000000000073,95.56266666666852,-3.637978807091713e-12
2021-02-28,0.339999999999975,-0.20000000000000018,-0.009999999999999995,-3.3063000000000073,236.20000000000073,110.20866666666552,0.607463333333726
2021-03-31,0.34000000000003183,-0.10000000000000053,-0.009999999999999995,2.685699999999997,238.79999999999927,110.20866666666916,0.0
2021-04-30,0.5040000000000191,0.0,0.0,0.13880000000000337,323.2999999999993,110.20866666666552,0.0
2021-05-31,0.0009999999999763531,-0.2999999999999998,-0.010000000000000009,0.855000000000004,304.5,60.80533333333369,1.6418666666686477
2021-06-30,0.5269999999999868,0.10000000000000053,0.020000000000000004,0.46160000000000423,44.20000000000073,60.805333333330054,-3.637978807091713e-12
2021-07-31,-1.0509999999999877,-0.5,0.020000000000000004,0.41849999999999454,151.70000000000073,60.80533333333369,3.637978807091713e-12
2021-08-31,-0.4679999999999609,-0.3000000000000007,-0.010000000000000009,-0.02559999999999718,210.79999999999927,129.65566666666564,0.9802700000000186
2021-09-30,0.40299999999996317,-0.39999999999999947,-0.009999999999999995,-1.0456999999999965,129.5,129.65566666666928,-3.637978807091713e-12
2021-10-31,1.396000000000015,-0.20000000000000018,0.0,1.358699999999999,179.90000000000146,129.65566666666564,3.637978807091713e-12
2021-11-30,-0.29000000000002046,-0.2999999999999998,0.0,0.9141999999999939,173.79999999999927,-18.846000000001368,0.9608099999968545
2021-12-31,-0.3140000000000214,-0.30000000000000027,0.0,-0.073599999999999,180.29999999999927,-18.84599999999773,3.637978807091713e-12
2022-01-31,-0.2459999999999809,0.10000000000000009,0.0,0.019800000000003593,58.599999999998545,-18.846000000001368,-3.637978807091713e-12
2022-02-28,0.2470000000000141,-0.20000000000000018,0.0,0.6311999999999927,54.70000000000073,5.123999999999796,0.8658400000022084
2022-03-31,0.9590000000000032,-0.09999999999999964,0.12000000000000001,0.8273999999999972,102.20000000000073,5.124000000003434,0.0
2022-04-30,-1.8269999999999982,0.0,0.13,0.22920000000000584,0.7999999999992724,5.123999999999796,0.0
2022-05-31,1.6019999999999754,-0.10000000000000009,0.44,0.06350000000000477,-26.299999999999272,49.18733333333148,0.8090533333343046
