Total Reward
-49.055493735654586
-56.60760248135631
-51.236703522661074
-44.141230083475705
-53.229965379309554
-56.09937451043172
-55.834407595290656
-49.85501035259478
-55.697895213296796
-54.037603333170956
-48.54028319460315
-55.70909882924766
-54.24115415401338
-54.2941294910973
-57.38711207184114
-53.55182038589893
-52.048933010644475
-49.639037144171
-45.876519473630445
-51.4453542898812
-52.27585427556996
-48.89029146959024
-56.75363542730943
-55.41594189628985
-56.0657790651191
-57.580426754576294
-46.9813288380864
-58.586864629692485
-54.275639181977134
-48.275502437993005
-56.82395109374328
-50.78847899699635
-52.02292857639999
-49.54148730132119
-49.295871089785685
-47.70074828407668
-51.087646024743805
-50.457419017828734
-49.89940906185659
-51.752016602598786
-51.717210941646556
-57.22852997638874
-49.10181187474645
-57.63883619618442
-50.61164319576538
-50.93031007331295
-52.21925111593077
-48.26777127560486
-44.62000015700305
-45.65706897470428
-54.22639849788713
-49.887565234697085
-48.52481293111301
-52.19859721116634
-46.802582995084045
-47.147167199588836
-51.87026951847605
-52.95604270370033
-48.643917896235685
-51.883414603976405
-51.23177144473142
-56.92284489869208
-51.96527022501054
-54.698013671590644
-49.98333152149315
-54.366485667664385
-53.15375791180631
-49.04105816676326
-44.717334240717726
-47.45727853029564
-45.319461724149875
-50.15565055052285
-53.1837708777563
-49.98067745222399
-51.00103190594798
-44.28557738291026
-58.89245574131622
-52.613567797349106
-51.922716866198044
-49.92373917905781
-49.888624725863735
-51.669153191591874
-49.83801694113919
-52.42018601137129
-41.46743592030504
-43.011013689923736
-49.09724138699861
-44.425928554619524
-50.183734590979384
-46.002089275038955
-47.02493358404783
-51.735474546259354
-52.29218318929661
-46.865281827330726
-53.24253883732458
-47.75405401966824
-39.71861409429169
-49.58199057878714
-48.768644657411365
-56.125363559443194
-46.91743460732239
-49.75383342444645
-46.35903601676685
-47.580818195115235
-48.35696669751397
-50.804895883338645
-49.51629972470344
-53.63308922282523
-51.78888626621763
-52.427188592731305
-46.74984389697976
-49.422160664524455
-48.23949766050508
-46.15407494534135
-51.61311971314415
-45.3658773119002
-49.09138460389531
-51.82663346836298
-38.58486691544395
-49.56782822026468
-48.49606548491466
-43.094504832240624
-44.44045695579416
-51.080343750450034
-51.04088002987331
-48.48265575028198
-49.23083389931686
-47.53655923631398
-43.572194689023554
-47.73300039944024
-48.9506041851529
-51.84624848141196
-48.71649439182652
-47.11947053343331
-46.74270115972953
-49.25271157357164
-44.16510676107689
-54.16550148361929
-47.789638566506135
-42.46536958723928
-46.923888076354636
-44.90745677765095
-47.79483319543741
-50.456283493614684
-47.70122175221456
-49.381881459931634
-51.069024680734394
-43.279622652984656
-51.38397862786446
-43.95876800032902
-44.80131859425145
-52.148850323294944
-39.97653455835416
-48.387483382211194
-49.72549640103267
-40.91832734213331
-43.85673306774541
-50.068328676322075
-44.992594610481184
-50.50635649843251
-45.17932970654339
-45.77379320357956
-43.260052896727515
-54.321950070989445
-45.12775056186996
-40.59933962382883
-41.86655096907724
-49.310282709404795
-50.518610435437516
-42.6209469747094
-44.85070451081037
-43.29634397841585
-44.507032003925794
-49.57109867424584
-44.016275998436505
-43.57039898995522
-44.89548391819615
-51.04006216665576
-48.55133524823278
-49.08490405652305
-48.341334411393454
-41.762293258467515
-51.67922321859185
-47.64651245062486
-49.62838939947016
-44.84665377929783
-49.45287856152259
-39.02120964062483
-52.2085529390288
-50.41286467720739
-49.65955750957349
-48.29779956713686
-46.50528841818285
-50.74298291860047
-41.95574301143536
-39.05291120583099
-46.72644824072369
-45.97913942560163
-47.09121206654816
-44.994795093550174
-43.08183532872803
-44.1806476560331
-44.737815861787084
-45.53101579986309
-50.666537168944934
-38.615305452208894
-47.22794053950203
-51.08104967709555
-42.496888259406965
-41.19039397837571
-41.06690600707247
-45.752133429605685
-44.34698847551363
-48.08193881654092
-48.22607836690462
-46.239863891371115
-43.81573088257953
-40.33172082395015
-43.3740812955922
-49.36184017658919
-40.0966494967596
-44.64795834200382
-45.050366269798964
-32.61920393660584
-45.3894708822456
-37.02378090586083
-39.116373689352365
-41.28661873778715
-45.82528032914272
-39.10213636022394
-43.01852922539751
-45.29301668560979
-42.46066548280974
-39.87541259902384
-43.35341929119828
-44.87972385567232
-40.48368616660892
-40.2278888701127
-45.6829777631529
-38.314536598595296
-40.494065398473474
-40.38861862498601
-45.621115790869254
-42.343901512052156
-37.70680521685746
-39.612509246150736
-43.25612147256982
-37.50328129314999
-42.2967437811926
-42.70720179313932
-36.51740258602129
-39.46691254506171
-35.24783536281449
-42.05697721150042
-41.52134504073277
-36.78811205543911
-43.60948017158504
-37.16038685617549
-42.020823247237026
-39.76633408328398
-44.91842419258027
-40.156354015221716
-43.90778869057762
-35.9268276124582
-38.99082403840206
-42.96385337379811
-39.25755198395695
-36.329349379369376
-40.772301860186154
-47.83780041848862
-40.87927003282
-37.89450739807037
-44.818287849517155
-47.89636796180852
-41.454943740691405
-46.47620660954542
-40.21660887235334
-44.1048599712219
-49.350772327546856
-43.74403761041929
-41.23351203539042
-40.77820148468928
-40.60420902771221
-42.618756598613835
-40.834170909203806
-44.658579902697255
-43.38807625756737
-42.40022108637908
-34.29943233924874
-38.025425370046854
-40.55801914149684
-42.321132002740086
-49.89386047327263
-38.57736421247202
-46.66067983271753
-35.472638970028534
-48.88249639950272
-42.238377540230076
-40.653079927366406
-37.98154443088036
-41.446724900701945
-39.58093355425555
-45.034855059227155
-44.52721560301021
-43.469636628695206
-52.204581893143825
-50.739629958659116
-40.63790873586837
-41.86235325420663
-43.73736905272843
-48.571718730792334
-43.23988820323775
-38.70974248678756
-49.523242464966074
-39.3545405707912
-37.261107039687644
-49.09247436474136
-40.91237724308276
-45.8620096112499
-39.963738049631246
-43.62653366987128
-43.13239330657685
-41.67922025708007
-48.122590607869434
-46.766037268752775
-44.38710983777474
-39.24083850505146
-38.34348241573779
-40.21636846916044
-43.91858061877304
-42.42733587866654
-37.299477981913405
-40.76371123682484
-41.394344481291554
-41.15623376753231
-44.43549663740393
-39.99732684849906
-39.33059501559994
-41.5413856350769
-41.647671291774714
-36.939955380631275
-42.08922977744257
-39.82366800184039
-40.429794848940034
-42.042841211183884
-41.82651550890398
-42.19258793009796
-35.81091494040637
-38.95038537615777
-39.570244782045926
-40.90531758466015
-41.47457275256897
-44.21932669468014
-42.8333187850773
-39.80164347802934
-34.65518008179106
-38.8958018074347
-38.51661977763365
-41.555036311280965
-42.83185727004558
-41.05586896188408
-39.13289516018988
-42.01386593388156
-38.412734480473404
-46.433177877066385
-40.125505965239434
-37.78190790069626
-38.14134942683904
-38.63002552804329
-38.719074033922894
-41.331168194063345
-39.14032084377795
-37.96945646697239
